Year_founded,Country_Only,Industry
1956,united states,business supplies and equipment
1972,united states,financial services
1924,united states,packaging and containers
1975,brazil,real estate
2007,brazil,program development
2013,united states,information technology and services
1967,united states,defense & space
2005,united kingdom,computer software
2009,switzerland,translation and localization
1995,argentina,program development
1985,thailand,"health, wellness and fitness"
1964,norway,real estate
2015,united states,staffing and recruiting
1860,italy,food & beverages
2016,united states,computer software
2006,denmark,architecture & planning
2015,united states,pharmaceuticals
1985,united kingdom,non-profit organization management
2010,united states,computer software
2004,united states,information technology and services
1938,italy,construction
1995,canada,real estate
2016,mexico,architecture & planning
1988,netherlands,information technology and services
1983,united states,information services
1986,india,information technology and services
2010,argentina,"health, wellness and fitness"
2002,australia,financial services
2002,singapore,computer software
2002,belgium,law practice
2012,united arab emirates,internet
1977,united states,printing
2012,india,internet
1980,netherlands,information technology and services
1988,united states,construction
1999,australia,information technology and services
1999,poland,information technology and services
1961,united states,retail
2001,india,management consulting
2003,united states,electrical/electronic manufacturing
2014,united states,furniture
1928,united states,hospital & health care
1925,germany,logistics and supply chain
2008,qatar,information technology and services
2011,italy,management consulting
2007,bangladesh,information technology and services
1999,united states,telecommunications
1896,united states,music
2003,united kingdom,retail
1978,luxembourg,apparel & fashion
1995,poland,internet
1891,united states,transportation/trucking/railroad
1989,namibia,construction
1953,india,package/freight delivery
2017,united states,telecommunications
1893,united states,hospital & health care
2016,indonesia,telecommunications
1993,united states,sports
2016,south africa,"leisure, travel & tourism"
1980,france,pharmaceuticals
2009,united states,mining & metals
1949,united states,accounting
1962,france,automotive
1984,united states,information technology and services
2007,netherlands,professional training & coaching
1995,united states,hospital & health care
1999,sweden,insurance
1979,brazil,food & beverages
1986,united states,automotive
2008,india,computer software
2013,malaysia,events services
2002,netherlands,telecommunications
2010,netherlands,legal services
1978,united kingdom,building materials
1958,united states,automotive
2016,switzerland,arts and crafts
1990,united kingdom,marketing and advertising
1957,united states,mental health care
1980,netherlands,information technology and services
2008,united states,information technology and services
1988,united states,restaurants
2013,united states,information technology and services
1997,finland,defense & space
1996,united states,biotechnology
2014,turkey,broadcast media
1954,brazil,farming
1988,australia,construction
1998,united states,higher education
1960,united states,government administration
2011,united states,recreational facilities and services
1900,united states,sports
1975,australia,"health, wellness and fitness"
2016,united states,media production
1999,netherlands,marketing and advertising
1961,united states,oil & energy
2016,netherlands,individual & family services
1986,united states,information technology and services
