Year_founded,Country_Only,Industry
1995,united states,hospital & health care
1961,netherlands,facilities services
1979,united states,accounting
1945,united states,airlines/aviation
2009,switzerland,farming
2015,netherlands,mental health care
2004,united states,entertainment
1998,canada,graphic design
1983,united states,commercial real estate
1821,mauritius,executive office
1989,netherlands,marketing and advertising
1987,canada,publishing
1982,canada,non-profit organization management
2007,united states,automotive
2014,united states,internet
1961,united states,performing arts
1979,netherlands,higher education
2014,france,education management
2005,united states,"health, wellness and fitness"
2002,united states,civil engineering
1995,spain,marketing and advertising
1989,united states,legal services
1991,united arab emirates,cosmetics
1997,united states,"health, wellness and fitness"
1971,united states,business supplies and equipment
2013,united states,internet
2003,united kingdom,human resources
1954,ukraine,electrical/electronic manufacturing
1915,united states,wholesale
2004,united states,computer software
2014,united states,information technology and services
2009,india,information technology and services
1997,united states,construction
2010,united states,computer software
1892,germany,hospital & health care
1986,united states,construction
1997,india,telecommunications
2010,united kingdom,marketing and advertising
2004,united states,marketing and advertising
1998,estonia,airlines/aviation
1962,united states,broadcast media
1973,united states,commercial real estate
1999,united states,real estate
2016,brazil,internet
1964,belgium,machinery
1966,united states,hospital & health care
1981,united states,non-profit organization management
1977,canada,apparel & fashion
1992,canada,information technology and services
1891,sweden,museums and institutions
1980,italy,electrical/electronic manufacturing
1970,canada,retail
1993,canada,electrical/electronic manufacturing
2015,united states,entertainment
2013,united states,real estate
2008,united states,information technology and services
1996,singapore,consumer electronics
2005,spain,marketing and advertising
1969,brazil,mining & metals
2006,united states,music
1994,chile,information technology and services
1953,spain,mechanical or industrial engineering
1983,united states,insurance
1972,united kingdom,information technology and services
2010,china,apparel & fashion
1999,united states,biotechnology
2013,united states,entertainment
1986,united states,financial services
2013,netherlands,mental health care
1966,united states,civil engineering
1964,netherlands,automotive
1989,australia,market research
2004,bulgaria,hospitality
2013,indonesia,consumer goods
1988,spain,construction
2010,united states,staffing and recruiting
2007,france,management consulting
1996,united states,"health, wellness and fitness"
1979,denmark,plastics
2000,united states,investment management
2010,india,staffing and recruiting
1855,united states,newspapers
1968,sweden,marketing and advertising
1988,united states,insurance
2000,united states,non-profit organization management
1996,united states,wholesale
1973,united states,non-profit organization management
2000,chile,information technology and services
2011,italy,internet
1986,france,management consulting
2011,united states,"health, wellness and fitness"
2000,switzerland,telecommunications
1983,australia,architecture & planning
2016,norway,information technology and services
1993,india,information technology and services
1913,brazil,telecommunications
1958,denmark,electrical/electronic manufacturing
2002,canada,mechanical or industrial engineering
1921,canada,building materials
2004,united states,management consulting
1984,norway,package/freight delivery
2002,south korea,computer software
1923,united states,mining & metals
2005,netherlands,architecture & planning
2009,united states,financial services
1907,united states,mining & metals
2011,singapore,non-profit organization management
2012,spain,information technology and services
1978,united states,mechanical or industrial engineering
1931,canada,food production
1967,france,insurance
1974,italy,apparel & fashion
1942,morocco,food production
1998,united states,hospital & health care
2005,canada,oil & energy
1981,united states,information technology and services
1990,china,mechanical or industrial engineering
1945,france,plastics
2016,peru,mental health care
2013,united states,e-learning
2015,panama,information technology and services
2010,united states,events services
2011,iran,plastics
2011,united kingdom,information technology and services
1991,hungary,information technology and services
2007,united states,information technology and services
1990,india,renewables & environment
2000,united states,museums and institutions
1989,mexico,construction
2017,united kingdom,marketing and advertising
2012,netherlands,banking
2004,united states,non-profit organization management
2005,united states,civic & social organization
1976,canada,construction
2008,turkey,renewables & environment
2016,united states,marketing and advertising
2008,australia,translation and localization
2017,united kingdom,marketing and advertising
2015,netherlands,environmental services
2010,united kingdom,architecture & planning
2004,united states,venture capital & private equity
1989,united kingdom,telecommunications
1930,canada,sports
2003,brazil,broadcast media
2002,united kingdom,staffing and recruiting
1960,serbia,research
1966,india,hospital & health care
1961,israel,consumer electronics
1995,philippines,information technology and services
2002,united states,information technology and services
1953,netherlands,financial services
1962,united states,higher education
1987,united states,consumer electronics
2005,united states,information technology and services
1953,united states,higher education
1982,united states,non-profit organization management
