latitude,longitude,company,coordinate,inception,industry,id,id_industry,id_country,country
50.7303,-3.53976,Imperial Hotel,Point(-3.53976 50.7303),,,http://www.wikidata.org/entity/Q17547678,,http://www.wikidata.org/entity/Q145,
52.9288,-1.12527,Test Match Hotel,Point(-1.12527 52.9288),,,http://www.wikidata.org/entity/Q17547874,,http://www.wikidata.org/entity/Q145,
51.4333,-0.513537,The Blue Anchor Public House,Point(-0.513537 51.4333),,,http://www.wikidata.org/entity/Q17548055,,http://www.wikidata.org/entity/Q145,
53.7114,-1.67716,Old Hall Public House,Point(-1.67716 53.7114),,,http://www.wikidata.org/entity/Q17548154,,http://www.wikidata.org/entity/Q145,
51.2117,-0.796695,William Cobbett Public House,Point(-0.796695 51.2117),,,http://www.wikidata.org/entity/Q17548471,,http://www.wikidata.org/entity/Q145,
51.5224,-0.0973059,Crescent House Including Ground Floor Shops And Shakespeare Public House,Point(-0.0973059 51.5224),,,http://www.wikidata.org/entity/Q17548941,,http://www.wikidata.org/entity/Q145,
51.7468,-0.976137,The Swan Hotel,Point(-0.976137 51.7468),,,http://www.wikidata.org/entity/Q17548990,,http://www.wikidata.org/entity/Q145,
51.7472,-0.977535,The Birdcage Public House,Point(-0.977535 51.7472),,,http://www.wikidata.org/entity/Q17549012,,http://www.wikidata.org/entity/Q145,
51.7469,-0.977904,The Spread Eagle Hotel,Point(-0.977904 51.7469),,,http://www.wikidata.org/entity/Q17549015,,http://www.wikidata.org/entity/Q145,
51.6304,-1.7112,"23, High Street",Point(-1.7112 51.6304),,,http://www.wikidata.org/entity/Q17549021,,http://www.wikidata.org/entity/Q145,
51.5984,-1.11159,The Queens Head Public House,Point(-1.11159 51.5984),,,http://www.wikidata.org/entity/Q17549379,,http://www.wikidata.org/entity/Q145,
52.6481,-0.476736,Bull and Swan Inn,Point(-0.476736 52.6481),,,http://www.wikidata.org/entity/Q17549507,,http://www.wikidata.org/entity/Q145,
53.96,-1.08175,The Roman Bath Public House,Point(-1.08175 53.96),,,http://www.wikidata.org/entity/Q17549513,,http://www.wikidata.org/entity/Q145,
53.9601,-1.07569,The Black Swan Public House,Point(-1.07569 53.9601),,,http://www.wikidata.org/entity/Q17549586,,http://www.wikidata.org/entity/Q145,
51.6439,-1.16575,The George Hotel,Point(-1.16575 51.6439),,,http://www.wikidata.org/entity/Q17549614,,http://www.wikidata.org/entity/Q145,
51.686,-1.38871,The White Hart Inn,Point(-1.38871 51.686),,,http://www.wikidata.org/entity/Q17549819,,http://www.wikidata.org/entity/Q145,
53.9616,-1.08306,Guy Fawkes Inn,Point(-1.08306 53.9616),,,http://www.wikidata.org/entity/Q17549871,,http://www.wikidata.org/entity/Q145,
53.9615,-1.07969,The Anglers Arms And Attached Buildings At Rear,Point(-1.07969 53.9615),,,http://www.wikidata.org/entity/Q17549897,,http://www.wikidata.org/entity/Q145,
53.6915,-1.31315,The Malt Shovel Public House,Point(-1.31315 53.6915),,,http://www.wikidata.org/entity/Q17550127,,http://www.wikidata.org/entity/Q145,
51.4905,-0.136541,Forsythe House Pimlico Tram Public House And Garden Walls The Pimlico Tram Public House,Point(-0.136541 51.4905),,,http://www.wikidata.org/entity/Q17550206,,http://www.wikidata.org/entity/Q145,
51.49,-0.135438,"Stourhead House And Pride Of Pimlico Public House Stourhead House, With Garden Walls And Pride Of Pimlico Public House",Point(-0.135438 51.49),,,http://www.wikidata.org/entity/Q17550220,,http://www.wikidata.org/entity/Q145,
53.3901,-2.5946,Ye Olde Barley Mow Public House (excluding The Side Facade),Point(-2.5946 53.3901),,,http://www.wikidata.org/entity/Q17550444,,http://www.wikidata.org/entity/Q145,
53.39,-2.59449,Ye Olde Barley Mow Public House (only The Side Facade),Point(-2.59449 53.39),,,http://www.wikidata.org/entity/Q17550464,,http://www.wikidata.org/entity/Q145,
52.7095,-2.75639,The King's Head Public House,Point(-2.75639 52.7095),,,http://www.wikidata.org/entity/Q17550599,,http://www.wikidata.org/entity/Q145,
52.9681,-2.68357,Old Eagles Public House,Point(-2.68357 52.9681),,,http://www.wikidata.org/entity/Q17550972,,http://www.wikidata.org/entity/Q145,
52.1239,-1.45557,The Castle Inn,Point(-1.45557 52.1239),,,http://www.wikidata.org/entity/Q17551037,,http://www.wikidata.org/entity/Q145,
53.4058,-2.97816,The Vines Public House,Point(-2.97816 53.4058),,,http://www.wikidata.org/entity/Q17551102,,http://www.wikidata.org/entity/Q145,
52.1918,-1.70728,Garrick Inn,Point(-1.70728 52.1918),,,http://www.wikidata.org/entity/Q17551332,,http://www.wikidata.org/entity/Q145,
53.2609,-2.12736,Bate Hall Public House,Point(-2.12736 53.2609),,,http://www.wikidata.org/entity/Q17551662,,http://www.wikidata.org/entity/Q145,
53.2018,-2.35733,The Red Lion,Point(-2.35733 53.2018),,,http://www.wikidata.org/entity/Q17551708,,http://www.wikidata.org/entity/Q145,
51.4835,-0.523068,The Ostrich Public House,Point(-0.523068 51.4835),,,http://www.wikidata.org/entity/Q17551721,,http://www.wikidata.org/entity/Q145,
51.2414,-2.39167,The Talbot Inn,Point(-2.39167 51.2414),,,http://www.wikidata.org/entity/Q17552175,,http://www.wikidata.org/entity/Q145,
53.1903,-2.89227,Room,Point(-2.89227 53.1903),,,http://www.wikidata.org/entity/Q17552251,,http://www.wikidata.org/entity/Q145,
55.0355,-1.6131,Border Minstrel Public House To North West Of Brandling House,Point(-1.6131 55.0355),,,http://www.wikidata.org/entity/Q17552253,,http://www.wikidata.org/entity/Q145,
51.27,-2.43754,The Jolliffe Arms And Nos 235 And 236,Point(-2.43754 51.27),,,http://www.wikidata.org/entity/Q17552260,,http://www.wikidata.org/entity/Q145,
52.9221,-1.47954,Wardwick Tavern Public House,Point(-1.47954 52.9221),,,http://www.wikidata.org/entity/Q17553468,,http://www.wikidata.org/entity/Q145,
51.8955,-0.113188,The Bell Public House,Point(-0.113188 51.8955),,,http://www.wikidata.org/entity/Q17553529,,http://www.wikidata.org/entity/Q145,
51.8713,0.159608,Black Lion Inn,Point(0.159608 51.8713),,,http://www.wikidata.org/entity/Q17553562,,http://www.wikidata.org/entity/Q145,
51.0372,-2.82867,The Langport Arms Hotel,Point(-2.82867 51.0372),,,http://www.wikidata.org/entity/Q17553753,,http://www.wikidata.org/entity/Q145,
51.0538,-2.73097,The Unicorn,Point(-2.73097 51.0538),,,http://www.wikidata.org/entity/Q17553756,,http://www.wikidata.org/entity/Q145,
51.8909,0.0131424,Crown And Falcon Public House,Point(0.0131424 51.8909),,,http://www.wikidata.org/entity/Q17553778,,http://www.wikidata.org/entity/Q145,
50.650375,7.737136,Q18629045,Point(7.737136 50.650376),,,http://www.wikidata.org/entity/Q18629045,,http://www.wikidata.org/entity/Q183,
55.4178,38.26,Q4097043,Point(38.26 55.4178),1782-01-01T00:00:00Z,goldsmithing,http://www.wikidata.org/entity/Q4097043,http://www.wikidata.org/entity/Q11202319,http://www.wikidata.org/entity/Q159,
48.39921,11.07493,Western-City Dasing,Point(11.07493 48.39921),,,http://www.wikidata.org/entity/Q19962428,,http://www.wikidata.org/entity/Q183,
47.589897,8.130269,Q19963143,Point(8.130269 47.589896),1880-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q19963143,,http://www.wikidata.org/entity/Q183,
47.743443,8.440525,Q19963241,Point(8.440525 47.743442),,,http://www.wikidata.org/entity/Q19963241,,http://www.wikidata.org/entity/Q183,
52.67235,13.194783,Q19963816,Point(13.194783 52.67235),,,http://www.wikidata.org/entity/Q19963816,,http://www.wikidata.org/entity/Q183,
51.86691,-2.24942,Old Crown Inn,Point(-2.24942 51.86691),,,http://www.wikidata.org/entity/Q20878189,,http://www.wikidata.org/entity/Q145,
52.41179,-1.973787,Black Horse,Point(-1.973787 52.411788),1930-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q20886954,,http://www.wikidata.org/entity/Q145,
52.41193,-1.9735562,Black Horse,Point(-1.973556123 52.41192912),1930-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q20886954,,http://www.wikidata.org/entity/Q145,
37.765717,-122.46672,The Little Shamrock,Point(-122.466719 37.765717),,,http://www.wikidata.org/entity/Q20968932,,http://www.wikidata.org/entity/Q30,
51.52337,-0.19784,Windsor Castle,Point(-0.19784 51.52337),,,http://www.wikidata.org/entity/Q21008618,,http://www.wikidata.org/entity/Q145,
51.497726,-0.1355477,The Albert,Point(-0.135547697 51.49772559),,,http://www.wikidata.org/entity/Q21008630,,http://www.wikidata.org/entity/Q145,
51.524937,-0.4333,The Angel,Point(-0.4333 51.524938),,,http://www.wikidata.org/entity/Q21008633,,http://www.wikidata.org/entity/Q145,
51.55169,-0.079842,Army and Navy,Point(-0.079842 51.551688),,,http://www.wikidata.org/entity/Q21008634,,http://www.wikidata.org/entity/Q145,
51.442684,-0.149283,The Bedford,Point(-0.149283 51.442683),,,http://www.wikidata.org/entity/Q21008638,,http://www.wikidata.org/entity/Q145,
51.520046,-0.157331,The Beehive,Point(-0.157331 51.520046),,,http://www.wikidata.org/entity/Q21008639,,http://www.wikidata.org/entity/Q145,
52.407005,-1.471189,The Biggin Hall,Point(-1.471189 52.407005),,,http://www.wikidata.org/entity/Q21008640,,http://www.wikidata.org/entity/Q145,
51.389393,0.075101,Daylight Inn,Point(0.075101 51.389392),1935-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q21008650,,http://www.wikidata.org/entity/Q145,
51.463306,-0.120046,Duke of Edinburgh,Point(-0.120046 51.463305),,,http://www.wikidata.org/entity/Q21008652,,http://www.wikidata.org/entity/Q145,
51.519337,-0.161476,Duke of Wellington,Point(-0.161476 51.519338),,,http://www.wikidata.org/entity/Q21008653,,http://www.wikidata.org/entity/Q145,
52.637653,1.257232,The Gatehouse,Point(1.257232 52.637653),,,http://www.wikidata.org/entity/Q21008659,,http://www.wikidata.org/entity/Q145,
51.52916,-0.040718,The Palm Tree,Point(-0.040718 51.52915955),,,http://www.wikidata.org/entity/Q21008686,,http://www.wikidata.org/entity/Q145,
51.57732,-0.369448,Rayners,Point(-0.369448 51.57732),,,http://www.wikidata.org/entity/Q21008693,,http://www.wikidata.org/entity/Q145,
51.561012,-0.083715,Rose and Crown,Point(-0.083715 51.561013),,,http://www.wikidata.org/entity/Q21008694,,http://www.wikidata.org/entity/Q145,
51.561012,-0.083713,Rose and Crown,Point(-0.083713 51.561011),,,http://www.wikidata.org/entity/Q21008694,,http://www.wikidata.org/entity/Q145,
51.529587,-0.06937,Royal Oak,Point(-0.06937 51.529586),,,http://www.wikidata.org/entity/Q21008696,,http://www.wikidata.org/entity/Q145,
51.536343,-0.080778,Stag's Head,Point(-0.080778 51.536344),,,http://www.wikidata.org/entity/Q21008705,,http://www.wikidata.org/entity/Q145,
51.362965,-0.247825,The Station,Point(-0.247825 51.362966),,,http://www.wikidata.org/entity/Q21008706,,http://www.wikidata.org/entity/Q145,
53.04478,-2.199421,The Duke William,Point(-2.199421 53.04478),,,http://www.wikidata.org/entity/Q21008708,,http://www.wikidata.org/entity/Q145,
51.57655,-0.427057,Swan Inn,Point(-0.427057 51.57655),,,http://www.wikidata.org/entity/Q21008711,,http://www.wikidata.org/entity/Q145,
53.42823,-2.711027,"The Wheatsheaf, St Helens",Point(-2.711027 53.42823),,,http://www.wikidata.org/entity/Q21008720,,http://www.wikidata.org/entity/Q145,
53.42825,-2.711021,"The Wheatsheaf, St Helens",Point(-2.71102095 53.42824936),,,http://www.wikidata.org/entity/Q21008720,,http://www.wikidata.org/entity/Q145,
51.47397,0.322451,"White Hart, Grays",Point(0.322451 51.473968),,,http://www.wikidata.org/entity/Q21008721,,http://www.wikidata.org/entity/Q145,
51.47397,0.322455,"White Hart, Grays",Point(0.322455 51.473968),,,http://www.wikidata.org/entity/Q21008721,,http://www.wikidata.org/entity/Q145,
50.90985,-0.737391,The Fox Goes Free,Point(-0.737391 50.90985),,,http://www.wikidata.org/entity/Q21474146,,http://www.wikidata.org/entity/Q145,
49.18861,16.594723,Q21490369,Point(16.5947222 49.1886111),,,http://www.wikidata.org/entity/Q21490369,,http://www.wikidata.org/entity/Q213,
53.474976,-2.247279,The Briton's Protection,Point(-2.2472789 53.4749774),,,http://www.wikidata.org/entity/Q21647629,,http://www.wikidata.org/entity/Q145,
52.2999,-3.5092,Old Swan,Point(-3.5092 52.2999),,,http://www.wikidata.org/entity/Q21999702,,http://www.wikidata.org/entity/Q145,
51.64758,-0.16743,"The Alexandra, New Barnet",Point(-0.16743 51.64758),1900-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q21999895,,http://www.wikidata.org/entity/Q145,
52.189686,-1.705566,The Dirty Duck,Point(-1.705566 52.189684),,,http://www.wikidata.org/entity/Q22000947,,http://www.wikidata.org/entity/Q145,
52.192978,-1.71043,Old Thatch Tavern,Point(-1.71043 52.192977),,,http://www.wikidata.org/entity/Q22004625,,http://www.wikidata.org/entity/Q145,
45.39456,-75.6834,House of Targ,Point(-75.6834 45.39456),2014-04-17T00:00:00Z,,http://www.wikidata.org/entity/Q22908978,,http://www.wikidata.org/entity/Q16,
55.67862,12.57397,Q22963772,Point(12.57397 55.67862),2004-03-30T00:00:00Z,,http://www.wikidata.org/entity/Q22963772,,http://www.wikidata.org/entity/Q35,
-33.854908,151.17532,"Riverview Hotel, Balmain",Point(151.175323 -33.854908),,,http://www.wikidata.org/entity/Q23073815,,http://www.wikidata.org/entity/Q408,
51.4679,-0.2101,"Eight Bells, Fulham",Point(-0.2101 51.4679),,,http://www.wikidata.org/entity/Q23301469,,http://www.wikidata.org/entity/Q145,
51.5022,-0.1877,"The Goat, Kensington",Point(-0.1877 51.5022),,,http://www.wikidata.org/entity/Q23301475,,http://www.wikidata.org/entity/Q145,
51.51281,-0.12387,White Lion,Point(-0.12387 51.51281),,,http://www.wikidata.org/entity/Q23301494,,http://www.wikidata.org/entity/Q145,
51.558792,-0.177554,The Duke of Hamilton,Point(-0.177554 51.558793),,,http://www.wikidata.org/entity/Q23304816,,http://www.wikidata.org/entity/Q145,
50.7558,-3.8476,Tom Cobley Tavern,Point(-3.8476 50.7558),,,http://www.wikidata.org/entity/Q23305131,,http://www.wikidata.org/entity/Q145,
51.8875,0.8969,The Playhouse,Point(0.8969 51.8875),,,http://www.wikidata.org/entity/Q23305157,,http://www.wikidata.org/entity/Q145,
51.68098,-2.35767,Old Spot Inn,Point(-2.35767 51.68098),,,http://www.wikidata.org/entity/Q23305183,,http://www.wikidata.org/entity/Q145,
51.89679,-2.070011,Sandford Park Alehouse,Point(-2.070011 51.89679),,,http://www.wikidata.org/entity/Q23305207,,http://www.wikidata.org/entity/Q145,
53.61876,-2.15938,The Baum,Point(-2.15938 53.61876),,,http://www.wikidata.org/entity/Q23305430,,http://www.wikidata.org/entity/Q145,
53.41494,-2.176923,Nursery Inn,Point(-2.176923 53.414939),,,http://www.wikidata.org/entity/Q23305455,,http://www.wikidata.org/entity/Q145,
53.41495,-2.17691,Nursery Inn,Point(-2.17691 53.41495),,,http://www.wikidata.org/entity/Q23305455,,http://www.wikidata.org/entity/Q145,
52.986664,-3.0409114,Bridge End Inn,Point(-3.040911555 52.986662849),,,http://www.wikidata.org/entity/Q23305496,,http://www.wikidata.org/entity/Q145,
52.98666,-3.04091,Bridge End Inn,Point(-3.04091 52.98666),,,http://www.wikidata.org/entity/Q23305496,,http://www.wikidata.org/entity/Q145,
51.44358,0.37439,Crown & Thistle,Point(0.37439 51.44358),,,http://www.wikidata.org/entity/Q23305497,,http://www.wikidata.org/entity/Q145,
-25.5392,152.7057,"Criterion Hotel, Maryborough",Point(152.7057 -25.5392),,,http://www.wikidata.org/entity/Q23641736,,http://www.wikidata.org/entity/Q408,
51.492382,-0.2303154,Coachmakers Arms,Point(-0.2303154 51.492382),,,http://www.wikidata.org/entity/Q23891201,,http://www.wikidata.org/entity/Q145,
51.6248,-0.123531,Ye Olde Cherry Tree,Point(-0.123531 51.624803),,,http://www.wikidata.org/entity/Q23891253,,http://www.wikidata.org/entity/Q145,
51.510483,-0.088053,The Olde Wine Shades,Point(-0.088053 51.510484),,,http://www.wikidata.org/entity/Q24022951,,http://www.wikidata.org/entity/Q145,
51.52037,-0.14077,The Ship,Point(-0.14077 51.52037),,,http://www.wikidata.org/entity/Q24022978,,http://www.wikidata.org/entity/Q145,
51.75447,-0.336,The Cock,Point(-0.336 51.75447),,,http://www.wikidata.org/entity/Q24023178,,http://www.wikidata.org/entity/Q145,
51.75125,-0.34029,"The Boot, St Albans",Point(-0.34029 51.75125),,,http://www.wikidata.org/entity/Q24023948,,http://www.wikidata.org/entity/Q145,
51.751255,-0.340276,"The Boot, St Albans",Point(-0.340276 51.751255),,,http://www.wikidata.org/entity/Q24023948,,http://www.wikidata.org/entity/Q145,
51.866116,-2.247538,The Sword,Point(-2.247538 51.866114),,,http://www.wikidata.org/entity/Q24023959,,http://www.wikidata.org/entity/Q145,
-32.111732,115.76542,"Coogee Hotel, Western Australia",Point(115.76542 -32.111732),,,http://www.wikidata.org/entity/Q24090020,,http://www.wikidata.org/entity/Q408,
-34.922363,138.6088,Exeter Hotel,Point(138.60878889 -34.92236389),1851-03-13T00:00:00Z,,http://www.wikidata.org/entity/Q24090261,,http://www.wikidata.org/entity/Q408,
51.481907,-3.2022505,The Corporation,Point(-3.2022505 51.481905),,,http://www.wikidata.org/entity/Q24182501,,http://www.wikidata.org/entity/Q145,
51.48181,-3.2021928,The Corporation,Point(-3.202192783 51.481810515),,,http://www.wikidata.org/entity/Q24182501,,http://www.wikidata.org/entity/Q145,
43.653835,-79.40296,"Duke of York Inn, Toronto",Point(-79.40296 43.653837),,,http://www.wikidata.org/entity/Q24190125,,http://www.wikidata.org/entity/Q16,
51.6141,-0.1765,The Tally Ho,Point(-0.1765 51.6141),,,http://www.wikidata.org/entity/Q24298976,,http://www.wikidata.org/entity/Q145,
51.406532,0.500128,Royal Oak,Point(0.500128 51.406531),,,http://www.wikidata.org/entity/Q24331737,,http://www.wikidata.org/entity/Q145,
41.378094,2.1731334,London Bar,Point(2.173133333 41.378094444),1900-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q24341148,,http://www.wikidata.org/entity/Q29,
51.996418,1.2126175,Butt and Oyster,Point(1.212617569 51.99641636),,,http://www.wikidata.org/entity/Q24553434,,http://www.wikidata.org/entity/Q145,
51.54685,-0.1589,Sir Richard Steele,Point(-0.1589 51.54685),,,http://www.wikidata.org/entity/Q24553438,,http://www.wikidata.org/entity/Q145,
60.454475,22.28763,Proffan kellari,Point(22.28763056 60.454475),1982-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q25999180,,http://www.wikidata.org/entity/Q33,
53.45183,-2.2219167,Hardy's Well,Point(-2.221916666 53.451833333),,,http://www.wikidata.org/entity/Q26237376,,http://www.wikidata.org/entity/Q145,
51.32441,-2.208486,The Black Swan Public House,Point(-2.208486161 51.32441098),,,http://www.wikidata.org/entity/Q26272276,,http://www.wikidata.org/entity/Q145,
51.319714,-2.2013187,The Castle Public House,Point(-2.201318716 51.31971186),,,http://www.wikidata.org/entity/Q26272281,,http://www.wikidata.org/entity/Q145,
51.320942,-2.208456,The Sun Public House,Point(-2.208456057 51.32094022),,,http://www.wikidata.org/entity/Q26272287,,http://www.wikidata.org/entity/Q145,
51.320732,-2.208455,The Dust Hole  The King's Arms Public House,Point(-2.208455118 51.32073341),,,http://www.wikidata.org/entity/Q26272288,,http://www.wikidata.org/entity/Q145,
51.31825,-2.215073,The Stallards Public House,Point(-2.215073161 51.3182487),,,http://www.wikidata.org/entity/Q26272504,,http://www.wikidata.org/entity/Q145,
51.340637,-2.2002332,The Kings Arms Public House,Point(-2.200233285 51.34063749),,,http://www.wikidata.org/entity/Q26272527,,http://www.wikidata.org/entity/Q145,
51.37734,-2.1412563,The Unicorn Public House,Point(-2.141256391 51.37733774),,,http://www.wikidata.org/entity/Q26272541,,http://www.wikidata.org/entity/Q145,
51.377617,-2.1418893,The Red Lion Public House,Point(-2.141889427 51.37761571),,,http://www.wikidata.org/entity/Q26272582,,http://www.wikidata.org/entity/Q145,
51.348152,-2.3150911,The Hop Pole Inn,Point(-2.315091193 51.34815347),,,http://www.wikidata.org/entity/Q26272682,,http://www.wikidata.org/entity/Q145,
52.241104,0.7112452,The Elephant And Castle Public House,Point(0.71124518 52.24110543),,,http://www.wikidata.org/entity/Q26273481,,http://www.wikidata.org/entity/Q145,
53.79213,-2.2412438,The Churchill Public House,Point(-2.241243882 53.79212822),,,http://www.wikidata.org/entity/Q26273539,,http://www.wikidata.org/entity/Q145,
53.791416,-2.2467651,The Town Mouse Public House,Point(-2.246765109 53.79141592),,,http://www.wikidata.org/entity/Q26273559,,http://www.wikidata.org/entity/Q145,
51.51351,-2.0004847,Jolly Trooper Public House,Point(-2.000484653 51.51351027),,,http://www.wikidata.org/entity/Q26273610,,http://www.wikidata.org/entity/Q145,
51.6476,-1.9333272,The Plough Public House,Point(-1.933327248 51.64759732),,,http://www.wikidata.org/entity/Q26274074,,http://www.wikidata.org/entity/Q145,
51.643673,-1.9404547,Horse And Jockey Public House,Point(-1.940454687 51.64367197),,,http://www.wikidata.org/entity/Q26274087,,http://www.wikidata.org/entity/Q145,
51.640835,-1.8567255,Kings Head Public House,Point(-1.856725444 51.64083316),,,http://www.wikidata.org/entity/Q26274120,,http://www.wikidata.org/entity/Q145,
51.642715,-1.8550556,The Three Horseshoes Public House,Point(-1.855055553 51.64271496),,,http://www.wikidata.org/entity/Q26274139,,http://www.wikidata.org/entity/Q145,
51.587822,-1.8682712,The Maltster Public House,Point(-1.868271209 51.58782239),,,http://www.wikidata.org/entity/Q26274188,,http://www.wikidata.org/entity/Q145,
52.029316,-1.574651,Cherington Arms Public House,Point(-1.574650964 52.029315),,,http://www.wikidata.org/entity/Q26274421,,http://www.wikidata.org/entity/Q145,
51.55115,-1.7770548,Pig On The Hill Public House,Point(-1.777054792 51.55115285),,,http://www.wikidata.org/entity/Q26274462,,http://www.wikidata.org/entity/Q145,
51.56143,-1.7914194,Cricketers Public House,Point(-1.791419385 51.56143119),,,http://www.wikidata.org/entity/Q26274469,,http://www.wikidata.org/entity/Q145,
51.561756,-1.7917786,Bakers Arms Public House,Point(-1.791778536 51.56175754),,,http://www.wikidata.org/entity/Q26274471,,http://www.wikidata.org/entity/Q145,
48.884167,2.332222,Moulin Rouge,Point(2.332222 48.884167),1889-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q151030,,http://www.wikidata.org/entity/Q142,
50.061535,19.935642,Piwnica pod Baranami,Point(19.93564167 50.06153333),1956-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q448341,,http://www.wikidata.org/entity/Q36,
48.8812,2.3368,Bal Tabarin,Point(2.3368 48.8812),1904-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q614139,,http://www.wikidata.org/entity/Q142,
53.595554,9.983611,Kabarett Mon Marthe,Point(9.98361111 53.59555556),,,http://www.wikidata.org/entity/Q739392,,http://www.wikidata.org/entity/Q183,
52.49375,13.38765,Berliner Kabarett Anstalt,Point(13.38765 52.49375),,,http://www.wikidata.org/entity/Q821575,,http://www.wikidata.org/entity/Q183,
49.80136,9.922361,Q889261,Point(9.92236111 49.80136111),,,http://www.wikidata.org/entity/Q889261,,http://www.wikidata.org/entity/Q183,
52.499,13.3032,"Kabarett der Komiker (Cabaret : Berlin, Germany)",Point(13.3032 52.499),,,http://www.wikidata.org/entity/Q896913,,http://www.wikidata.org/entity/Q183,
52.5136,13.3889,Q1213950,Point(13.3889 52.5136),,,http://www.wikidata.org/entity/Q1213950,,http://www.wikidata.org/entity/Q183,
51.05429,13.72365,Dresdner FriedrichstaTT Palast,Point(13.72365 51.05429),,,http://www.wikidata.org/entity/Q1258530,,http://www.wikidata.org/entity/Q183,
48.8886,2.33998,Au Lapin Agile,Point(2.33998 48.8886),1880-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1423353,,http://www.wikidata.org/entity/Q142,
53.593056,9.992666,Alma Hoppe,Point(9.99266667 53.59305556),,,http://www.wikidata.org/entity/Q1555234,,http://www.wikidata.org/entity/Q183,
48.5531,11.9475,Circus Gammelsdorf,Point(11.9475 48.5531),,,http://www.wikidata.org/entity/Q1557831,,http://www.wikidata.org/entity/Q183,
49.8405,9.14867,Q1746924,Point(9.14867 49.8405),,,http://www.wikidata.org/entity/Q1746924,,http://www.wikidata.org/entity/Q183,
