ID,latitude,longitude,company,coordinate,inception,industry,URL,id_industry,id_country,country,company_foundation,text
1741154,50.4276,30.4662,Kyiv National University of Construction and Architecture,Point(30.4662 50.4276),1930-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1741154,,http://www.wikidata.org/entity/Q212,Ukraine,1930,COMPANY: Kyiv National University of Construction and Architecture<br>COUNTRY: Ukraine<br>FOUNDATION: 1930
1742604,66.4853,25.7149,University of Lapland,Point(25.7149 66.4853),1979-03-01T00:00:00Z,,http://www.wikidata.org/entity/Q1742604,,http://www.wikidata.org/entity/Q33,Finland,1979,COMPANY: University of Lapland<br>COUNTRY: Finland<br>FOUNDATION: 1979
1752712,53.0153,18.5722,Nicolaus Copernicus University in Toruń,Point(18.5722 53.0153),1945-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1752712,,http://www.wikidata.org/entity/Q36,Poland,1945,COMPANY: Nicolaus Copernicus University in Toruń<br>COUNTRY: Poland<br>FOUNDATION: 1945
1756541,54.898335,23.913889,Vytautas Magnus University,Point(23.913888888 54.898333333),1922-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1756541,,http://www.wikidata.org/entity/Q37,Lithuania,1922,COMPANY: Vytautas Magnus University<br>COUNTRY: Lithuania<br>FOUNDATION: 1922
1758009,54.399445,18.568611,University of Gdańsk,Point(18.568611111 54.399444444),1970-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1758009,,http://www.wikidata.org/entity/Q36,Poland,1970,COMPANY: University of Gdańsk<br>COUNTRY: Poland<br>FOUNDATION: 1970
1771717,45.51278,-122.68528,Portland State University,Point(-122.685277777 45.512777777),1946-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1771717,,http://www.wikidata.org/entity/Q30,United States of America,1946,COMPANY: Portland State University<br>COUNTRY: United States of America<br>FOUNDATION: 1946
1780716,38.120834,15.659212,Mediterranea University of Reggio Calabria,Point(15.6592122 38.1208332),1968-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1780716,,http://www.wikidata.org/entity/Q38,Italy,1968,COMPANY: Mediterranea University of Reggio Calabria<br>COUNTRY: Italy<br>FOUNDATION: 1968
1783294,49.8382,18.2907,University of Ostrava,Point(18.2907 49.8382),1991-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1783294,,http://www.wikidata.org/entity/Q213,Czech Republic,1991,COMPANY: University of Ostrava<br>COUNTRY: Czech Republic<br>FOUNDATION: 1991
1784748,35.8522,-86.37,Middle Tennessee State University,Point(-86.37 35.8522),1911-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q1784748,,http://www.wikidata.org/entity/Q30,United States of America,1911,COMPANY: Middle Tennessee State University<br>COUNTRY: United States of America<br>FOUNDATION: 1911
1786067,42.441833,19.24259,University of Montenegro,Point(19.242589 42.441834),1974-04-29T00:00:00Z,,http://www.wikidata.org/entity/Q1786067,,http://www.wikidata.org/entity/Q236,Montenegro,1974,COMPANY: University of Montenegro<br>COUNTRY: Montenegro<br>FOUNDATION: 1974
