ID,latitude,longitude,company,coordinate,inception,industry,URL,id_industry,id_country,country,company_foundation,text
12407263,32.059063,35.249794,Khan Lubban,Point(35.249795 32.059064),,,http://www.wikidata.org/entity/Q12407263,,http://www.wikidata.org/entity/Q219060,State of Palestine,,COMPANY: Khan Lubban<br>COUNTRY: State of Palestine<br>FOUNDATION: nan
12821624,40.07457,62.3988,Dayahatyn,Point(62.3988 40.07457),,,http://www.wikidata.org/entity/Q12821624,,http://www.wikidata.org/entity/Q874,Turkmenistan,,COMPANY: Dayahatyn<br>COUNTRY: Turkmenistan<br>FOUNDATION: nan
12839960,39.33333,45.5,Q12839960,Point(45.5 39.33333),,,http://www.wikidata.org/entity/Q12839960,,,,,
12840947,40.36507,49.83573,Small Caravanserai,Point(49.83573 40.365072),,,http://www.wikidata.org/entity/Q12840947,,http://www.wikidata.org/entity/Q227,Azerbaijan,,COMPANY: Small Caravanserai<br>COUNTRY: Azerbaijan<br>FOUNDATION: nan
12842275,40.36678,49.8373,Multani Caravanserai,Point(49.8372999 40.3667809),,,http://www.wikidata.org/entity/Q12842275,,http://www.wikidata.org/entity/Q227,Azerbaijan,,COMPANY: Multani Caravanserai<br>COUNTRY: Azerbaijan<br>FOUNDATION: nan
12847060,40.68278,46.36056,Ugurlu Khan Caravanserai,Point(46.36056 40.68278),1700-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q12847060,,http://www.wikidata.org/entity/Q227,Azerbaijan,1700.0,COMPANY: Ugurlu Khan Caravanserai<br>COUNTRY: Azerbaijan<br>FOUNDATION: 1700
12848886,40.36565,49.836803,Two-Storeyed Caravanserai,Point(49.836805 40.36565),,,http://www.wikidata.org/entity/Q12848886,,http://www.wikidata.org/entity/Q227,Azerbaijan,,COMPANY: Two-Storeyed Caravanserai<br>COUNTRY: Azerbaijan<br>FOUNDATION: nan
12885957,40.86536,26.033415,Evrenos Bey Han,Point(26.03341389 40.86536111),,,http://www.wikidata.org/entity/Q12885957,,http://www.wikidata.org/entity/Q41,Greece,,COMPANY: Evrenos Bey Han<br>COUNTRY: Greece<br>FOUNDATION: nan
15068974,31.4117,54.7069,Zeinodin Caravanserai,Point(54.7069 31.4117),,,http://www.wikidata.org/entity/Q15068974,,http://www.wikidata.org/entity/Q794,Iran,,COMPANY: Zeinodin Caravanserai<br>COUNTRY: Iran<br>FOUNDATION: nan
15983456,31.6225,74.2997,Akbari Sarai,Point(74.2997 31.6225),,,http://www.wikidata.org/entity/Q15983456,,http://www.wikidata.org/entity/Q843,Pakistan,,COMPANY: Akbari Sarai<br>COUNTRY: Pakistan<br>FOUNDATION: nan
16051250,38.25,48.3,Q16051250,Point(48.3 38.25),,,http://www.wikidata.org/entity/Q16051250,,http://www.wikidata.org/entity/Q794,Iran,,COMPANY: Q16051250<br>COUNTRY: Iran<br>FOUNDATION: nan
16131634,32.7069,35.1717,Ramat Yishay Khan,Point(35.1717 32.7069),1896-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q16131634,,http://www.wikidata.org/entity/Q801,Israel,1896.0,COMPANY: Ramat Yishay Khan<br>COUNTRY: Israel<br>FOUNDATION: 1896
