,country.type,country.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,alpha2.type,alpha2.value,alpha3.type,alpha3.value,pop.datatype,pop.type,pop.value,gdp.datatype,gdp.type,gdp.value,callingCode.type,callingCode.value,drivingSideLabel.xml:lang,drivingSideLabel.type,drivingSideLabel.value,tlds.type,tlds.value,timezones.type,timezones.value,continents.type,continents.value,currencies.type,currencies.value,voltages.type,voltages.value,frequencies.type,frequencies.value,plugTypes.type,plugTypes.value,capitals.type,capitals.value
0,uri,http://www.wikidata.org/entity/Q213,en,literal,Czech Republic,literal,CZ,literal,CZE,http://www.w3.org/2001/XMLSchema#decimal,literal,10701777,http://www.w3.org/2001/XMLSchema#decimal,literal,250681000000,literal,+420,en,literal,right,literal,.cz,literal,"1, 2",literal,Europe,literal,CZK,literal,230,literal,50,literal,"Europlug, Type E",literal,4076310-9
